s,p,label,label2,label3
https://dblp.org/streams/conf/bnaic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Joint Benelux Conference on Artificial Intelligence and Machine Learning (BNAIC),Joint Benelux Conference on Artificial Intelligence and Machine Learning (BNAIC),Joint Benelux Conference on Artificial Intelligence and Machine Learning (BNAIC)
https://dblp.org/streams/conf/bncod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,British International Conference on Databases (BICOD),British International Conference on Databases (BICOD),British International Conference on Databases (BICOD)
https://dblp.org/streams/conf/bnt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Broadband Networking Technologies,Broadband Networking Technologies,Broadband Networking Technologies
https://dblp.org/streams/conf/bodynets,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Body Area Networks (BODYNETS),International Conference on Body Area Networks (BODYNETS),International Conference on Body Area Networks (BODYNETS)
https://dblp.org/streams/conf/boemie,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Bootstrapping Ontology Evolution with Multimedia Information Extraction (BOEMIE),Bootstrapping Ontology Evolution with Multimedia Information Extraction (BOEMIE),Bootstrapping Ontology Evolution with Multimedia Information Extraction (BOEMIE)
https://dblp.org/streams/conf/bonnco,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Bonn Workshop of Combinatorial Optimization,Bonn Workshop of Combinatorial Optimization,Bonn Workshop of Combinatorial Optimization
https://dblp.org/streams/conf/books,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Research Advances in Large Digital Book Repositories and Complementary Media (BooksOnline),Workshop on Research Advances in Large Digital Book Repositories and Complementary Media (BooksOnline),Workshop on Research Advances in Large Digital Book Repositories and Complementary Media (BooksOnline)
https://dblp.org/streams/conf/botse-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Bots in Software Engineering (BotSE),International Workshop on Bots in Software Engineering (BotSE),International Workshop on Bots in Software Engineering (BotSE)
https://dblp.org/streams/conf/bpaosd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Best Practices in Applying Aspect-Oriented Software Development (BPAOSD),Workshop on Best Practices in Applying Aspect-Oriented Software Development (BPAOSD),Workshop on Best Practices in Applying Aspect-Oriented Software Development (BPAOSD)
https://dblp.org/streams/conf/bpm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Business Process Management (BPM),International Conference on Business Process Management (BPM),International Conference on Business Process Management (BPM)
https://dblp.org/streams/conf/bpmds,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Enterprise, Business-Process and Information Systems Modeling (BPMDS)","International Conference on Enterprise, Business-Process and Information Systems Modeling (BPMDS)","International Conference on Enterprise, Business-Process and Information Systems Modeling (BPMDS)"
https://dblp.org/streams/conf/bpmn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Business Process Modeling Notation (BPMN),Business Process Modeling Notation (BPMN),Business Process Modeling Notation (BPMN)
https://dblp.org/streams/conf/bpoe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Big Data Benchmarks, Performance Optimization, and Emerging Hardware (BPOE)","Workshop on Big Data Benchmarks, Performance Optimization, and Emerging Hardware (BPOE)","Workshop on Big Data Benchmarks, Performance Optimization, and Emerging Hardware (BPOE)"
https://dblp.org/streams/conf/bpsc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Business Process and Services Computing (BPSC),Business Process and Services Computing (BPSC),Business Process and Services Computing (BPSC)
https://dblp.org/streams/conf/bqgt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Behavioral and Quantitative Game Theory (BQGT),Behavioral and Quantitative Game Theory (BQGT),Behavioral and Quantitative Game Theory (BQGT)
https://dblp.org/streams/conf/bracis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Brazilian Conference on Intelligent Systems (BRACIS),Brazilian Conference on Intelligent Systems (BRACIS),Brazilian Conference on Intelligent Systems (BRACIS)
https://dblp.org/streams/conf/brain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Brain Informatics (BI),Brain Informatics (BI),Brain Informatics (BI)
https://dblp.org/streams/conf/braincomp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Brain-Inspired Computing (BrainComp),International Workshop on Brain-Inspired Computing (BrainComp),International Workshop on Brain-Inspired Computing (BrainComp)
https://dblp.org/streams/conf/brainles-ws,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Workshop on Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries (BrainLes)","International Workshop on Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries (BrainLes)","International Workshop on Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries (BrainLes)"
https://dblp.org/streams/conf/brains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS)
https://dblp.org/streams/conf/broadband,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,IFIP International Conference on Broadband Communications (BC),IFIP International Conference on Broadband Communications (BC),IFIP International Conference on Broadband Communications (BC)
https://dblp.org/streams/conf/broadcom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Broadband Communications, Information Technology & Biomedical Applications (BroadBandCom)","International Conference on Broadband Communications, Information Technology & Biomedical Applications (BroadBandCom)","International Conference on Broadband Communications, Information Technology & Biomedical Applications (BroadBandCom)"
https://dblp.org/streams/conf/broadnets,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Broadband Communications, Networks and Systems (BROADNETS)","International Conference on Broadband Communications, Networks and Systems (BROADNETS)","International Conference on Broadband Communications, Networks and Systems (BROADNETS)"
https://dblp.org/streams/conf/bs,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Buffer Sizing (BS),Workshop on Buffer Sizing (BS),Workshop on Buffer Sizing (BS)
https://dblp.org/streams/conf/bsci,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Symposium on Blockchain and Secure Critical Infrastructure (BSCI),International Symposium on Blockchain and Secure Critical Infrastructure (BSCI),International Symposium on Blockchain and Secure Critical Infrastructure (BSCI)
https://dblp.org/streams/conf/bsdcon,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,USENIX Conference on the BSD operating system (BSDCon),USENIX Conference on the BSD operating system (BSDCon),USENIX Conference on the BSD operating system (BSDCon)
https://dblp.org/streams/conf/bsdia,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Brazilian Symposium on Document Image Analysis (BSDIA),Brazilian Symposium on Document Image Analysis (BSDIA),Brazilian Symposium on Document Image Analysis (BSDIA)
https://dblp.org/streams/conf/bsn,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Conference on Body Sensor Networks (BSN),International Conference on Body Sensor Networks (BSN),International Conference on Body Sensor Networks (BSN)
https://dblp.org/streams/conf/btas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Biometrics: Theory, Applications and Systems (BTAS)","International Conference on Biometrics: Theory, Applications and Systems (BTAS)","International Conference on Biometrics: Theory, Applications and Systems (BTAS)"
https://dblp.org/streams/conf/btas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Biometrics: Theory, Applications and Systems (BTAS)","International Conference on Biometrics: Theory, Applications and Systems (BTAS)",International Joint Conference on Biometrics (IJCB)
https://dblp.org/streams/conf/btg,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Workshop on Bridging the Gap between Human and Automated Reasoning (BtG),Workshop on Bridging the Gap between Human and Automated Reasoning (BtG),Workshop on Bridging the Gap between Human and Automated Reasoning (BtG)
https://dblp.org/streams/conf/btiw,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Behavior Transformation by IoT International Workshop (BTIW),Behavior Transformation by IoT International Workshop (BTIW),Behavior Transformation by IoT International Workshop (BTIW)
https://dblp.org/streams/conf/btlab,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Software Agents and Soft Computing,Software Agents and Soft Computing,Software Agents and Soft Computing
https://dblp.org/streams/conf/btw,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Datenbanksysteme für Business, Technologie und Web (BTW)","Datenbanksysteme für Business, Technologie und Web (BTW)","Datenbanksysteme für Business, Technologie und Web (BTW)"
https://dblp.org/streams/conf/bueroautomation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Büroautomation,Büroautomation,Büroautomation
https://dblp.org/streams/conf/buildsys,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation (BuildSys)","International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation (BuildSys)","International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation (BuildSys)"
https://dblp.org/streams/conf/buis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,BUIS-Tage: Betriebliche Umweltinformationssysteme (BUIS-Tage),BUIS-Tage: Betriebliche Umweltinformationssysteme (BUIS-Tage),BUIS-Tage: Betriebliche Umweltinformationssysteme (BUIS-Tage)
https://dblp.org/streams/conf/bvai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Brain, Vision, and Artificial Intelligence (BVAI)","Brain, Vision, and Artificial Intelligence (BVAI)","Brain, Vision, and Artificial Intelligence (BVAI)"
https://dblp.org/streams/conf/bwcca,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Broadband and Wireless Computing, Communication and Applications (BWCCA)","Broadband and Wireless Computing, Communication and Applications (BWCCA)","Broadband and Wireless Computing, Communication and Applications (BWCCA)"
https://dblp.org/streams/conf/bx,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,International Workshop on Bidirectional Transformations (Bx),International Workshop on Bidirectional Transformations (Bx),International Workshop on Bidirectional Transformations (Bx)
https://dblp.org/streams/conf/bxml,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Berliner XML Tage,Berliner XML Tage,Berliner XML Tage
https://dblp.org/streams/conf/bytecode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Bytecode Semantics, Verification, Analysis and Transformation (Bytecode)","Workshop on Bytecode Semantics, Verification, Analysis and Transformation (Bytecode)","Workshop on Bytecode Semantics, Verification, Analysis and Transformation (Bytecode)"
https://dblp.org/streams/conf/c++,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,C++ Conference (C++),C++ Conference (C++),C++ Conference (C++)
https://dblp.org/streams/conf/c2si,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Codes, Cryptology, and Information Security (C2SI)","International Conference on Codes, Cryptology, and Information Security (C2SI)","International Conference on Codes, Cryptology, and Information Security (C2SI)"
https://dblp.org/streams/conf/c3ai,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"International Conference on Computing, Communication, Cybersecurity & AI (C3AI)","International Conference on Computing, Communication, Cybersecurity & AI (C3AI)","International Conference on Computing, Communication, Cybersecurity & AI (C3AI)"
https://dblp.org/streams/conf/c3gi,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"Workshop on Computational Creativity, Concept Invention, and General Intelligence (C3GI)","Workshop on Computational Creativity, Concept Invention, and General Intelligence (C3GI)","Workshop on Computational Creativity, Concept Invention, and General Intelligence (C3GI)"
https://dblp.org/streams/conf/c3p,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Conference on Hypercube Concurrent Computers and Applications (C³P),Conference on Hypercube Concurrent Computers and Applications (C³P),Conference on Hypercube Concurrent Computers and Applications (C³P)
